key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
20063,"InstanceContentType#4",0,60,"Letzte Läuterung - Titania","","music/ex3/BGM_EX3_Ban_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex3/bosttn/bosttn00110/bosttn00110",0,658,0,False,"","","BNpcBase#0","Come and play! For the night is bright, and you can sleep when you're dead!","The more the merrier! Join us, my children!",0,0,0,0,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#174",100,0,"InstanceContentBuff#0","",-1,0,0,33,15,False,8,0
20064,"InstanceContentType#4",0,60,"Offenbarung - Innozenz","","music/ex3/BGM_EX3_Ban_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex3/bosinc/bosinc00010/bosinc00010",0,666,0,False,"","","BNpcBase#0","Come, then! Prepare for judgment!","I shall excise the sin of your existence!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#175",30,0,"InstanceContentBuff#0","",-1,0,4,34,0,False,0,0
20065,"InstanceContentType#4",0,60,"Letzte Läuterung - Innozenz","","music/ex3/BGM_EX3_Ban_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex3/bosinc/bosinc00110/bosinc00110",0,667,0,False,"","","BNpcBase#0","Come, then! Prepare for judgment!","My ascension to godhood is complete!",0,0,0,0,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#176",100,0,"InstanceContentBuff#0","",-1,0,4,34,0,False,0,0
20066,"InstanceContentType#4",0,60,"Offenbarung - Hades","","music/ex3/BGM_EX3_Ban_03.scd","music/ffxiv/BGM_System_WinLoop.scd","ex3/boshds/boshds00010/boshds00010",0,687,0,False,"","","BNpcBase#0","You are destined for naught else but oblivion!","Impressive resilience... But it matters little. I have all eternity to break your stubborn wills!",0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#177",30,0,"InstanceContentBuff#0","",-1,0,10,35,21,False,0,0
20067,"InstanceContentType#0",0,60,"","","","music/ffxiv/BGM_System_WinLoop.scd","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
25000,"InstanceContentType#0",0,60,"","","","music/ffxiv/BGM_System_WinLoop.scd","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
25001,"InstanceContentType#11",0,30,"Das Geisterschloss","","music/ffxiv/BGM_Season_HalloweenD.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/feshlw/feshlw00410/feshlw00410",6381330,181,0,False,"","","BNpcBase#0","Sanity Meter","This meter is shared by the entire party. Once it reaches zero, you will be ejected from the instance.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#178",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
25002,"InstanceContentType#11",0,30,"Valentionzeremonie","","music/ffxiv/BGM_Season_VTID.scd","","ffxiv/fesvlt/fesvlt04210/fesvlt04210",7186180,473,0,True,"","","BNpcBase#0","Clear the first trial","That concludes the Valentione's Ceremony.
We look forward to hosting you again, kupo!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,15,0,False,0,0
25003,"InstanceContentType#0",0,60,"","","","music/ffxiv/BGM_System_WinLoop.scd","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30000,"InstanceContentType#0",0,60,"","","","music/ffxiv/BGM_System_WinLoop.scd","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30001,"InstanceContentType#1",0,120,"Kristallturm - Das Labyrinth der Alten","","music/ffxiv/BGM_Con_CrystalTower_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunlak/dunlak1r120/dunlak1r120",4317125,92,0,False,"","","BNpcBase#0","Activate the Allagan teleporters","Grrraaaaaarrrghhh!",1,0,0,50,0,114085,40,0,0,19014,30422,45633,0,0,10,20,30,0,0,0,0,0,0,0,0,0,0,0,0,278877,0,"InstanceContentRewardItem#76",75,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30002,"InstanceContentType#1",0,90,"Verschlungene Schatten 1","","music/ffxiv/BGM_Con_Bahamut.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1b110/dunsea1b110",4293363,93,0,False,"","","BNpcBase#1466","Gain access to the exploratory site","Breach the aetherial fields",4,0,0,100,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#8","",-1,0,0,0,0,False,0,0
30003,"InstanceContentType#1",0,90,"Verschlungene Schatten 2","","music/ffxiv/BGM_Con_Bahamut_Boss.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1b210/dunsea1b210",4294907,94,0,False,"","","BNpcBase#1459","","",5,0,0,100,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#8","",-1,0,0,0,0,False,0,0
30004,"InstanceContentType#1",0,90,"Verschlungene Schatten 3","","music/ffxiv/BGM_Con_Bahamut.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1b310/dunsea1b310",4294864,95,0,False,"","","BNpcBase#0","Breach the aetherial fields","Power the Allagan terminal",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30005,"InstanceContentType#1",0,90,"Verschlungene Schatten 4","","music/ffxiv/BGM_Con_Bahamut.scd","music/ffxiv/BGM_System_WinLoop.scd","",4374569,96,0,False,"","","BNpcBase#0","Slay all the enemies","Slay all the enemies",7,0,0,100,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#8","",-1,0,0,0,0,False,0,0
30006,"InstanceContentType#1",0,90,"Verschlungene Schatten 5","","music/ffxiv/BGM_Con_Bahamut.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1b510/dunsea1b510",4294951,97,0,False,"","","BNpcBase#1482","","",8,0,0,100,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#8","",-1,0,0,0,0,False,0,0
30007,"InstanceContentType#1",0,90,"Verschlungene Schatten 2 - 1","","music/ffxiv/BGM_Con_Bahamut_v2.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1b110/dunfst1b110",4616593,98,0,False,"","","BNpcBase#2609","Destroy the dark matter cluster","Destroy the dark matter cluster",9,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#6","",-1,0,0,0,0,False,0,0
30008,"InstanceContentType#1",0,90,"Verschlungene Schatten 2 - 2","","music/ffxiv/BGM_Con_Bahamut_v2.scd","music/ffxiv/BGM_System_WinLoop.scd","",4646974,99,0,False,"","","BNpcBase#2610","Destroy the maintenance modules","Destroy the maintenance modules",10,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#6","",-1,0,0,0,0,False,0,0
30009,"InstanceContentType#1",0,90,"Verschlungene Schatten 2 - 3","","music/ffxiv/BGM_Con_Bahamut_v2.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1b320/dunfst1b320",4649327,100,0,False,"","","BNpcBase#2611","Open the frontal bulkhead","Open the frontal bulkhead",11,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#6","",-1,0,0,0,0,False,0,0
30010,"InstanceContentType#1",0,90,"Verschlungene Schatten 2 - 4","","music/ffxiv/BGM_Con_Neal.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1b420/dunfst1b420",0,101,0,False,"","","BNpcBase#2612","10 seconds to Megaflare","1 second",12,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#6","",-1,0,0,0,0,False,0,0
30011,"InstanceContentType#1",0,120,"Kristallturm - Der Syrcus-Turm","","music/ffxiv/BGM_Con_CrystalTower_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunlak/dunlak1r210/dunlak1r210",4723161,102,0,False,"","","BNpcBase#2824","Clear the Ladder of Ascension","My defeat...means nothing... Darkness...shall devour all...",2,0,0,50,0,114085,40,0,0,19014,30422,45633,0,0,10,20,30,0,0,0,0,0,0,0,0,0,0,0,0,278877,0,"InstanceContentRewardItem#77",75,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30012,"InstanceContentType#1",0,90,"Verschlungene Schatten 2 - 1 (episch)","","music/ffxiv/BGM_Con_Bahamut_v2.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1b111/dunfst1b111",4616593,103,0,False,"","","BNpcBase#2609","Destroy the dark matter cluster","Destroy the dark matter cluster",13,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30013,"InstanceContentType#1",0,90,"Verschlungene Schatten 2 - 2 (episch)","","music/ffxiv/BGM_Con_Bahamut_v2.scd","music/ffxiv/BGM_System_WinLoop.scd","",4646974,104,0,False,"","","BNpcBase#2610","Destroy the maintenance modules","Destroy the maintenance modules",14,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30014,"InstanceContentType#1",0,90,"Verschlungene Schatten 2 - 3 (episch)","","music/ffxiv/BGM_Con_Bahamut_v2.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1b321/dunfst1b321",4649327,105,0,False,"","","BNpcBase#2611","Open the frontal bulkhead","Open the frontal bulkhead",15,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30015,"InstanceContentType#1",0,90,"Verschlungene Schatten 2 - 4 (episch)","","music/ffxiv/BGM_Con_Neal.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1b421/dunfst1b421",0,106,0,False,"","","BNpcBase#2612","10 seconds to Megaflare","1 second",16,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30016,"InstanceContentType#1",0,90,"Verschlungene Schatten 3 - 1","","music/ffxiv/BGM_Con_Bahamut.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1b110/dunwil1b110",4894217,107,0,False,"","","BNpcBase#3192","Breach the Neurokinetic Linkup","Breach the Neurokinetic Linkup",17,0,0,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#6","",-1,0,0,0,0,False,0,0
30017,"InstanceContentType#1",0,90,"Verschlungene Schatten 3 - 2","","music/ffxiv/BGM_Con_Bahamut_v2.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1b210/dunwil1b210",4895391,108,0,False,"","","BNpcBase#3197","Deactivate the Allagan fields","Deactivate the Allagan fields",18,0,0,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#6","",-1,0,0,0,0,False,0,0
30018,"InstanceContentType#1",0,90,"Verschlungene Schatten 3 - 3","","music/ffxiv/BGM_Con_Bahamut_Bigboss1.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1b310/dunwil1b310",0,109,0,False,"","","BNpcBase#3204","","",19,0,0,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#6","",-1,0,0,0,0,False,0,0
30019,"InstanceContentType#1",0,90,"Verschlungene Schatten 3 - 4","","music/ffxiv/BGM_Con_Bahamut_Bigboss0.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1b410/dunwil1b410",0,110,0,False,"","","BNpcBase#3210","10 seconds to Teraflare","1 second",20,0,0,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#6","",-1,0,0,0,0,False,0,0
30020,"InstanceContentType#1",0,120,"Die Welt der Dunkelheit","","music/ffxiv/BGM_Con_CrystalTower_03.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunlak/dunlak1r310/dunlak1r310",5032239,111,0,False,"","","BNpcBase#0","Clear the Eye","Grrraaaaaawr!",3,0,0,50,0,152114,40,0,0,25352,40563,60845,0,0,10,20,30,0,0,0,0,0,0,0,0,0,0,0,0,278877,0,"InstanceContentRewardItem#18",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30021,"InstanceContentType#1",0,90,"Alexander - Faust des Vaters","","music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx1a110/dunalx1a110",5787758,112,0,False,"","","BNpcBase#3747","Clear Engine Room #262","Arrive in Hangar 8",40,0,0,100,0,56200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562000,0,"InstanceContentRewardItem#55",15,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30022,"InstanceContentType#1",0,90,"Alexander - Elle des Vaters","","music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx1a210/dunalx1a210",5787830,113,0,False,"","","BNpcBase#0","Clear Serviceway #542","Slay the Gordian goblins",41,0,0,100,0,70250,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562000,0,"InstanceContentRewardItem#56",15,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30023,"InstanceContentType#1",0,90,"Alexander - Arm des Vaters","","music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx1a310/dunalx1a310",5787952,114,0,False,"","","BNpcBase#3765","Clear the Strategeion","Arrive at Condensate Demineralizer #9",42,0,0,100,0,70250,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562000,0,"InstanceContentRewardItem#57",15,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30024,"InstanceContentType#1",0,90,"Alexander - Last des Vaters","","music/ex1/BGM_EX1_Alex03.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx1a410/dunalx1a410",0,115,0,False,"","","BNpcBase#3772","","",43,0,0,100,0,56200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562000,0,"InstanceContentRewardItem#58",15,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30025,"InstanceContentType#1",0,90,"Alexander - Faust des Vaters (episch)","","music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx1b110/dunalx1b110",5911087,116,0,False,"","","BNpcBase#3747","Clear Machinery Bay 44","Arrive in Hangar 8",44,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#40",100,0,"InstanceContentBuff#6","",-1,0,0,0,0,False,0,0
30026,"InstanceContentType#1",0,90,"Alexander - Elle des Vaters (episch)","","music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx1b210/dunalx1b210",5908675,117,0,False,"","","BNpcBase#0","Pshhhkohhh... Gobwalkers, stand firm! Slay trespassing uplanders!","Slay the Gordian goblins",45,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#41",100,0,"InstanceContentBuff#6","",-1,0,0,0,0,False,0,0
30027,"InstanceContentType#1",0,90,"Alexander - Arm des Vaters (episch)","","music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx1b310/dunalx1b310",5911896,118,0,False,"","","BNpcBase#3765","Clear the Strategeion","Arrive at Condensate Demineralizer #9",46,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#42",100,0,"InstanceContentBuff#6","",-1,0,0,0,0,False,0,0
30028,"InstanceContentType#1",0,90,"Alexander - Last des Vaters (episch)","","music/ex1/BGM_EX1_Alex03.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx1b410/dunalx1b410",0,119,0,False,"","","BNpcBase#3772","","",47,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#43",100,0,"InstanceContentBuff#6","",-1,0,0,0,0,False,0,0
30029,"InstanceContentType#1",0,120,"Die Nichts-Arche","","music/ex1/BGM_EX1_Makosen_Nomal.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunzon/dunzon2r110/dunzon2r110",5965023,120,0,False,"","","BNpcBase#0","Clear the sterncastle deck","Graaaaaaaaar!",30,0,0,50,0,252900,40,0,0,42150,67440,101160,0,0,10,20,30,0,0,0,0,0,0,0,0,0,0,0,0,618200,0,"InstanceContentRewardItem#50",75,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30030,"InstanceContentType#1",0,90,"Alexander - Faust des Sohnes","","music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx2a110/dunalx2a110",6177867,136,0,False,"","","BNpcBase#4687","Clear Engine Room #334","Goblixer Sample",48,0,0,100,0,84300,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562000,0,"InstanceContentRewardItem#0",15,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30031,"InstanceContentType#1",0,90,"Alexander - Elle des Sohnes","","music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx2a210/dunalx2a210",6177897,137,0,False,"","","BNpcBase#4706","Clear Serviceway #763","Commencing auto-clean!",49,0,0,100,0,84300,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562000,0,"InstanceContentRewardItem#0",15,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30032,"InstanceContentType#1",0,90,"Alexander - Arm des Sohnes","","music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx2a310/dunalx2a310",6177869,138,0,False,"","","BNpcBase#3376","Clear the Upper Arm","Pshhhkohhh... Uplanders backstrike well... Too well...",50,0,0,100,0,84300,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562000,0,"InstanceContentRewardItem#0",15,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30033,"InstanceContentType#1",0,90,"Alexander - Last des Sohnes","","music/ex1/BGM_EX1_Alex03.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx2a410/dunalx2a410",0,139,0,False,"","","BNpcBase#4707","Combat protocols restarting... All weapons free... Lethal force permitted!","Illegal operation detected...
Contaminant must be purged...
Commence auto-clean!",51,0,0,100,0,84300,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562000,0,"InstanceContentRewardItem#62",15,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30034,"InstanceContentType#1",0,90,"Alexander - Faust des Sohnes (episch)","","music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx2b110/dunalx2b110",6184203,147,0,False,"","","BNpcBase#4687","Clear Engine Room #334","Pssshkoh... The time is come! Ripcrush intruders!",52,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#63",100,0,"InstanceContentBuff#6","",-1,0,0,0,0,False,0,0
30035,"InstanceContentType#1",0,90,"Alexander - Elle des Sohnes (episch)","","music/ex1/BGM_EX1_Alex02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx2b210/dunalx2b210",6184207,148,0,False,"","","BNpcBase#4706","Clear Serviceway #763","Commencing auto-clean!",53,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#64",100,0,"InstanceContentBuff#6","",-1,0,0,0,0,False,0,0
30036,"InstanceContentType#1",0,90,"Alexander - Arm des Sohnes (episch)","","music/ex1/BGM_EX1_Alex02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx2b310/dunalx2b310",6184214,149,0,False,"","","BNpcBase#3376","Clear the Upper Arm","Pshhhkohhh... Uplanders backstrike well... Too well...",54,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#65",100,0,"InstanceContentBuff#6","",-1,0,0,0,0,False,0,0
30037,"InstanceContentType#1",0,90,"Alexander - Last des Sohnes (episch)","","music/ex1/BGM_EX1_Alex03.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx2b410/dunalx2b410",0,150,0,False,"","","BNpcBase#4707","Combat protocols restarting... All weapons free... Lethal force permitted!","Illegal operation detected...
Contaminant must be purged...
Commence auto-clean!",55,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#66",100,0,"InstanceContentBuff#6","",-1,0,0,0,0,False,0,0
30038,"InstanceContentType#1",0,120,"Die Stadt der Tränen","","music/ex1/BGM_EX1_Makosen_Nomal02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunzon/dunzon2r210/dunzon2r210",6256395,168,0,False,"","","BNpcBase#0","Clear the peat bogs","Magic Charge",31,0,0,50,0,252900,40,0,0,42150,67440,101160,0,0,10,20,30,0,0,0,0,0,0,0,0,0,0,0,0,618200,0,"InstanceContentRewardItem#81",75,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30039,"InstanceContentType#1",0,90,"Alexander - Augen des Schöpfers","","music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx3a110/dunalx3a110",6526593,186,0,False,"","","BNpcBase#5170","Arrive at the Cranial Plate","Main hull reassembly",57,0,0,100,0,98350,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562000,0,"InstanceContentRewardItem#0",15,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30040,"InstanceContentType#1",0,90,"Alexander - Atem des Schöpfers","","music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx3a210/dunalx3a210",6493954,187,0,False,"","","BNpcBase#5180","Arrive at the Slickred Drainage Ducts","Pssshkoh... Lamebrix does not...<cough>...get enough jinglyshine for...<cough>...this...",58,0,0,100,0,98350,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562000,0,"InstanceContentRewardItem#0",15,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30041,"InstanceContentType#1",0,90,"Alexander - Herz des Schöpfers","","music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx3a310/dunalx3a310",6531769,188,0,False,"","","BNpcBase#5186","Clear the Power Supply Line","Northwestern multifield",59,0,0,100,0,98350,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562000,0,"InstanceContentRewardItem#0",15,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30042,"InstanceContentType#1",0,90,"Alexander - Seele des Schöpfers","","music/ex1/BGM_EX1_Alex07.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx3a415/dunalx3a415",0,189,0,False,"","","BNpcBase#5193","I am Alexander...the Creator. You...who would prove yourself worthy of your utopia...will be judged.","Judgment has been rendered... The verdict of history is...",60,0,0,100,0,98350,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562000,0,"InstanceContentRewardItem#96",15,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
